Classic Relaxed
Classic Slim
Classic Straight
Denim Washed Khaki 1969
Tailored Relaxed
Tailored Straight
Vintage Straight
Bowery Classic
Broken-in Slim Fit
Essex
Stanton
Stanton Classic
Broken-in Khakis
Broken-in Khakis Relaxed Fit
Cargo
Classic
Classic Khakis
Loose Cargo
Relaxed
